Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Recommended age group (product.metafields.shopify.recommended-age-group),Toy/Game material (product.metafields.shopify.toy-game-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
golden-egg-game,Golden Egg Carnival Game,<p>Unearth the hidden prizes at the Golden Egg Carnival Game! Test your luck by searching for one of the five golden eggs and be rewarded with a special prize. Fun for all ages - take a chance and try to find the elusive egg!</p>,Giant Promotions,Toys & Games > Games,Game,"animals, baby shower, birthday, birthday party, business, canadian, carnival, Casino, Christmas, cocktail, countdown, custom, customize, dartmouth, Easter, events, fundraiser, games, graduation, halifax, holiday, indoor, marketing, mobile, nova scotia, outdoor, party, play, portable, promotions, rental, rentals, retail, school",true,Title,Default Title,,,,,,,,GAM-EVE-STAN-003,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/FindTheGoldenEgg.jpg?v=1673294962,1,"",false,,Unearth the hidden prizes at the Golden Egg Carnival Game! Test your luck by searching for one of the five golden eggs and be rewarded with a special prize. Fun for all ages - take a chance and try to find the elusive egg!,,,,,,,,,,,,,,,,,kg,,,active
giant-jenga-game,Giant Jenga Game,"<p>This Giant Jenga Game will have your attendees, friends, whoever, enjoying hours of fun. 54 oversized hardwood blocks make for a competitive entertainment experience that's sure to have you rackin' up the ""OOOHs"" and ""AHHHs"". Get your game on to the next level and create some epic towers!</p>
<p><span data-mce-fragment=""1"">The is the classic Jenga game, but MUCH BIGGER! At setup, starts at 18 inches high, and can stack to over 3 feet high in play!</span></p>",Giant Promotions,Toys & Games > Games,Game,"baby shower, beach, birthday, birthday party, business, canadian, carnival, Casino, Christmas, cocktail, dance party, dartmouth, events, fundraiser, games, graduation, halifax, holiday, indoor, marketing, mobile, nova scotia, offices, outdoor, party, play, portable, promotions, props, rental, rentals, school, sports, wedding",true,Title,Default Title,,,,,,,,GAM-EVE-STAN-002,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/GiantJenga.jpg?v=1673294791,1,"",false,,"This Giant Jenga Game will have your attendees, friends, whoever, enjoying hours of fun. 54 oversized hardwood blocks make for a competitive entertainment experience that's sure to have you rackin' up the ""OOOHs"" and ""AHHHs"". Get your game on to the next level and create some epic towers!",,,,,,,,,,,,,,,,,kg,,,active
giant-connect-four-game,Giant Connect Four Game,"<p><span data-mce-fragment=""1"">Great for family, school, picnic, party, community event, team building, indoor/outdoor. All ages. ALL fun! Giant Connect Four stands almost four feet tall so adults play in comfort and children, small or tall, have equal fun. Long lasting, brightly colored frame and discs (Red + Yellow). Weather-proof plastic – great for indoors or out. Stable during play.</span></p>",Giant Promotions,Toys & Games > Games,Game,"baby shower, birthday, birthday party, business, canadian, car dealership, carnival, Casino, Christmas, cocktail, dartmouth, events, fundraiser, games, graduation, halifax, holiday, indoor, nova scotia, outdoor, party, play, portable, promotions, rental, rentals, school, sports, wedding",true,Title,Default Title,,,,,,,,GAM-EVE-STAN-001,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/GiantConnectFour.jpg?v=1673294479,1,"",false,,"Great for family, school, picnic, party, community event, team building, indoor/outdoor. All ages. ALL fun! Giant Connect Four stands almost four feet tall so adults play in comfort and children, small or tall, have equal fun. Long lasting, brightly colored frame and discs (Red + Yellow).",,,,,,,,,,,,,,,,,kg,,,active
sports-cage-game,Sports Cage,Kick soccer balls and get a goal on our Sports Cage inflatable! Play alone or play against your friends!,Giant Promotions,Toys & Games > Games,Game,"",true,Title,Default Title,,,,,,,,GAM-INF-STAN-007,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/SportsCage.jpg?v=1673884233,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
midway-carnival-game,Midway Carnival Games Tent,"<p data-mce-fragment=""1"">Turn your next event into an epic carnival with our Midway Carnival Games tent! Add plenty of fun and excitement to your event with this tent that comes with an array of carnival games - feel like a kid again and have a blast! (It's sure to bring out your competitive side!)</p>
<p data-mce-fragment=""1"">Games: </p>
<ul>
<li>Knock Me Out</li>
<li>Hot Shot Basketball</li>
<li>Quarterback Toss</li>
<li>Alien Invasion</li>
<li>Frisbee Catch</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Dimensions 25 × 25 × 17 ft</strong></p>",Giant Promotions,Toys & Games > Games,Game,"ANNIVERSARY, baby shower, backyard, basketball, beer tent, birthday, birthday party, business, canada day, canadian, carnival, cartoon, community, dartmouth, electronic games, equipment, events, FATHER'S DAY, festival, football, fundraiser, games, graduation, halifax, holiday, indoor, inflatable, inflatable games, interactive games, LAWN, nova scotia, octoberfest, outdoor, party, play, portable, prom, promotions, props, pub, rental, rentals, retirement party, school, sports, summer, tent, vendors",true,Title,Default Title,,,,,,,,GAM-INF-STAN-006,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/Midway1.jpg?v=1673542700,1,"",false,,Turn your next event into an epic carnival with our Midway Carnival Games tent! Add plenty of fun and excitement to your event with this tent that comes with an array of carnival games - feel like a kid again and have a blast! (It's sure to bring out your competitive side!),,,,,,,,,,,,,,,,,kg,,,active
midway-carnival-game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Midway2.jpg?v=1673542700,2,"",,,,,,,,,,,,,,,,,,,,,,,
midway-carnival-game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Midway3.jpg?v=1673542700,3,"",,,,,,,,,,,,,,,,,,,,,,,
midway-carnival-game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Midway4.jpg?v=1673542701,4,"",,,,,,,,,,,,,,,,,,,,,,,
midway-carnival-game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Midway5.jpg?v=1673542700,5,"",,,,,,,,,,,,,,,,,,,,,,,
midway-carnival-game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Midway6.jpg?v=1673542701,6,"",,,,,,,,,,,,,,,,,,,,,,,
gold-driving-range-game,Golf Driving Range Inflatable,"<p class=""a-b-r-La"" data-mce-fragment=""1"">Practice up on your golf anywhere with this inflatable golf practice cage. Perfect idea for Father's Day, vacations, work or business parties, backyard BBQ, birthday parties, trade shows, family reunions and more.</p>
<p class=""a-b-r-La"" data-mce-fragment=""1"">Can be used anywhere such as backyards, basements, garages, parks, golf course, and office. Inflates in 30 seconds. Practice up on your golf anywhere with this inflatable golf practice cage. Perfect idea for Father's Day, vacations, work or business parties, backyard BBQ, birthday parties, trade shows, family reunions and more. Can be used anywhere such as backyards, basements, garages, parks, golf course, and office. Inflates in 30 seconds.</p>
<p class=""a-b-r-La"" data-mce-fragment=""1"">Banners can be printed &amp; attached that are customized to your event! (for an additional cost)</p>",Giant Promotions,Toys & Games > Games,Game,"baby shower, birthday, birthday party, business, canadian, carnival, Christmas, cocktail, dartmouth, events, fundraiser, games, golf, golfing, graduation, halifax, holiday, indoor, inflatable, inflatable games, interactive games, marketing, mobile, nova scotia, outdoor, party, portable, promotions, props, rental, rentals, retirement party, school, sports",true,Title,Default Title,,,,,,,,GAM-INF-STAN-005,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/files/inflatable-golf-range-interactive-game.jpg?v=1687356469,1,"",false,,"Practice up on your golf anywhere with this inflatable golf practice cage. Perfect idea for Father's Day, vacations, work or business parties, backyard BBQ, birthday parties, trade shows, family reunions and more.",,,,,,,,,,,,,,,,,kg,,,active
inflatable-hoops-basketball-game,Inflatable Hoops Basketball Game,"<p data-mce-fragment=""1"">Our Inflatable Hoops Basketball lets 2 players go head to head in an oversized basketball battle!</p>
<p data-mce-fragment=""1"">This larger than life inflatable basketball setup is sure to be the talk of your next event! With it’s bright colours to attract the crowd, plus the fun of shooting hoops on a giant inflatable, you can’t go wrong!</p>
<p data-mce-fragment=""1"">Add a volunteer or paid attendant to the mix, and you could easily use this game for competitions to win prizes at your school or community event!</p>",Giant Promotions,Toys & Games > Games,Game,"basketball, bbq, birthday, birthday party, business, canada day, canadian, carnival, community, custom, customize, dartmouth, electronic games, equipment, events, extreme sports, fundraiser, graduation, halifax, inflatable, marketing, mobile, nova scotia, outdoor, party, play, portable, promotions, props, rental, rentals, retail, school, sports",true,Title,Default Title,,,,,,,,GAM-INF-STAN-004,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/InflatableHoops.jpg?v=1673535772,1,"",false,,"Our Inflatable Hoops Basketball lets 2 players go head to head in an oversized basketball battle!

This larger than life inflatable basketball setup is sure to be the talk of your next event! With it’s bright colours to attract the crowd, plus the fun of shooting hoops on a giant inflatable, you can’t go wrong!",,,,,,,,,,,,,,,,,kg,,,active
inflatable-hoops-basketball-game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/InfltableHoops2.jpg?v=1673535774,2,"",,,,,,,,,,,,,,,,,,,,,,,
bazooka-ball-shootout-game,Bazooka Ball Shootout,"<p>Cowboy Bazooka Ball is a fun way to experience our Bazooka Ball guns with a carnival type game. In this game two players at a time use our Bazooka Ball guns to shoot 2"" foam balls at our cowboys to try and knock down their teeth. Win by knocking down all five teeth with three shots or simply knock down more teeth than your opponent.</p>
<ul>
<li>Width: 7' Length: 15' Height 8'</li>
<li>Weight: 175lb</li>
</ul>",Giant Promotions,Toys & Games > Outdoor Play Equipment,Shooting Game,"cowboys, events, games, halifax, inflatable, inflatable games, interactive games, nova scotia, party, portable, rentals",true,Title,Default Title,,,,,,,,GAM-INF-STAN-003,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/big_bbinside2.jpg?v=1656089728,1,"",false,,Cowboy Bazooka Ball is a fun way to experience our Bazooka Ball guns with a carnival type game.,,,,,,,,,,,,,,,,,kg,,,active
bazooka-ball-shootout-game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/tooth2.jpg?v=1656089739,2,"",,,,,,,,,,,,,,,,,,,,,,,
play-a-round-golf-3-holes-game,Play-A-Round Golf,"<p class=""a-b-r-La"" data-mce-fragment=""1"">Play A Round Golf takes Mini Golf to the next level. This smaller version of our 9 hole mini golf features 3 holes of varying designs and levels of difficulty. Unlike other inflatable mini golf courses, this inflatable is designed for patrons to walk around the putting surface, preventing their movements from disturbing the ball.</p>
<p class=""a-b-r-La"" data-mce-fragment=""1"">This inflatable mini golf course comes to your home and provides fun for all ages. It has 9 holes of different designs and levels of difficulty to choose from! Great for any event. Includes golf clubs, golf balls and score cards.</p>
<p class=""a-b-r-La"" data-mce-fragment=""1"">The Inflatable 3 Hole Mini Golf is an excellent choice for your next party or event!</p>",Giant Promotions,Toys & Games > Games,Game,"ANNIVERSARY, backyard, bbq, beach, birthday, birthday party, business, canada day, canadian, carnival, cocktail, community, competition, dartmouth, equipment, events, FATHER'S DAY, festival, FRONT YARD, fundraiser, games, golf, golfing, graduation, halifax, holiday, indoor, inflatable, inflatable games, interactive games, LAWN, mobile, nova scotia, octoberfest, outdoor, party, play, portable, prom, promotions, props, rental, rentals, retirement party, school, sports, summer, vendors",true,Title,Default Title,,,,,,,,GAM-INF-STAN-002,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/PlayARoundMinigolf3Hole3.jpg?v=1673879248,1,"",false,,"Play A Round Golf takes Mini Golf to the next level. This smaller version of our 9 hole mini golf features 3 holes of varying designs and levels of difficulty. Unlike other inflatable mini golf courses, this inflatable is designed for patrons to walk around the putting surface, preventing their movements from disturbing the ball.",,,,,,,,,,,,,,,,,kg,,,active
play-a-round-golf-3-holes-game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/PlayARoundMinigolf3Hole2.jpg?v=1673879248,2,"",,,,,,,,,,,,,,,,,,,,,,,
play-a-round-golf-3-holes-game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/PlayARoundMinigolf3Hole4.jpg?v=1673879242,3,"",,,,,,,,,,,,,,,,,,,,,,,
play-a-round-golf-3-holes-game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/PlayARoundMinigolf3Hole.jpg?v=1673879247,4,"",,,,,,,,,,,,,,,,,,,,,,,
play-a-round-golf-9-holes-game,Play-A-Round Golf 9 Holes,"<p class=""a-b-r-La"" data-mce-fragment=""1"">Play A Round Golf takes Mini Golf to the next level. It features 9 holes of varying designs and levels of difficulty. Unlike other inflatable mini golf courses, this inflatable is designed for patrons to walk around the putting surface, preventing their movements from disturbing the ball.</p>
<p class=""a-b-r-La"" data-mce-fragment=""1"">This inflatable mini golf course comes to your home and provides fun for all ages. It has 9 holes of different designs and levels of difficulty. The 9th hole even has a moving windmill! Space an issue? Can also be booked as a 3 hole mini golf course. Great for any event. Includes golf clubs, golf balls and score cards.</p>
<p class=""a-b-r-La"" data-mce-fragment=""1"">The Inflatable 9 Hole Mini Golf is an excellent choice for your next party or event!</p>",Giant Promotions,Toys & Games > Games,Game,"ANNIVERSARY, backyard, bbq, beach, birthday, birthday party, business, canada day, canadian, carnival, cocktail, community, craft fair, dartmouth, equipment, events, festival, FRONT YARD, fundraiser, games, golf, golfing, graduation, halifax, indoor, inflatable, inflatable games, interactive games, LAWN, mobile, nova scotia, octoberfest, outdoor, party, portable, prom, promotions, props, rental, rentals, retirement party, sales, school, sports, summer, vendors",true,Title,Default Title,,,,,,,,GAM-INF-STAN-001,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/PlayARoundMinigolf9Hole2.png?v=1679494874,1,"",false,Play-A-Round Golf,"Play A Round Golf takes Mini Golf to the next level. It features 9 holes of varying designs and levels of difficulty. Unlike other inflatable mini golf courses, this inflatable is designed for patrons to walk around the putting surface, preventing their movements from disturbing the ball.",,,,,,,,,,,,,,,,,kg,,,active
high-voltage-slide,High Voltage - Dual Slide Inflatable,"<p><span data-mce-fragment=""1""> This eye-catching inflatable has 2 slide lanes and is ideal for both indoor facilities and outdoor events.</span></p>
<ul class=""extra-fields"">
<li if=""product.getHeight()"">
<div>
<strong class=""type"">Height</strong><span> </span><span class=""value"">18' 00"" </span><strong class=""type"">Width</strong><span> </span><span class=""value"">15' </span><strong class=""type"">Length </strong><span> </span><span class=""value"">24'</span>
</div>
</li>
<li>
<div>
<strong>Weight</strong><span> </span><span>450 lbs</span>
</div>
</li>
<li>
<div>
<strong>Upper Deck Height </strong>10'</div>
</li>
<li>
<div>
<strong>Patron Height (min/max) </strong>36""/76""</div>
</li>
<li>
<div>
<strong>Suggested Maximum Weight per Patron </strong><span class=""plain-field"">200 lbs</span>
</div>
</li>
<li>
<div>
<strong>Occupancy (max)</strong><span> </span><span class=""plain-field"">3</span>
</div>
</li>
</ul>",Giant Promotions,Toys & Games > Outdoor Play Equipment > Inflatable Bouncers,Inflatable,"",true,Title,Default Title,,,,,,,,GAM-INF-SLID-007,0.0,,deny,manual,0.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/HighVoltageDualSlide2.webp?v=1673032142,1,"",false,,This eye-catching inflatable has 2 slide lanes and is ideal for both indoor facilities and outdoor events.,,,,,,,,,,,,,,,,,kg,,,active
high-voltage-slide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/HighVoltageDualSlide.webp?v=1673032141,2,"",,,,,,,,,,,,,,,,,,,,,,,
treasure-caribbean-slide,Treasure of the Caribbean,"<p class=""a-b-r-La"" data-mce-fragment=""1"">Battle your way through winding obstacles, climb to the treasure chest and slide your way out before the pirate discovers you’ve stolen his treasure.</p>
<p class=""a-b-r-La"" data-mce-fragment=""1"">Game Play: Two players face off through a series of tunnel crawls, tackle dummies, sharks, and climbing walls. The player to slide down first wins</p>
<p class=""a-b-r-La"" data-mce-fragment=""1"">Dimensions: 43’L X 44’W X 24’H</p>
<p class=""a-b-r-La"" data-mce-fragment=""1"">Age Requirement: <br>3 and up (250 lbs. maximum weight per person)</p>
<p class=""a-b-r-La"" data-mce-fragment=""1"">Electrical Requirement: <br>Requires (3) 20 amp 110V electrical circuit <br>*Portable Fuel Generators can be provided</p>",Giant Promotions,Toys & Games > Games,Obstacle Course,"",true,Title,Default Title,,,,,,,,GAM-INF-SLID-005,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/TreasureoftheCaribbean2.jpg?v=1673886541,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
treasure-caribbean-slide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/TreasureoftheCaribbean3.jpg?v=1673886541,2,"",,,,,,,,,,,,,,,,,,,,,,,
treasure-caribbean-slide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/TreasureoftheCaribbean4.jpg?v=1673886541,3,"",,,,,,,,,,,,,,,,,,,,,,,
treasure-caribbean-slide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/TreasureoftheCaribbean.jpg?v=1673886542,4,"",,,,,,,,,,,,,,,,,,,,,,,
monster-truck-slide,Monster Truck Inflatable Slide,"<p class=""a-b-r-La"" data-mce-fragment=""1"">Kids love this monster truck bouncy slide inflatable combo, it's our monster truck amusement park time! Run, bonce and slide in this awesome realistic monster truck, it's time for fun! Monster Truck Slide features vivid digital print, realistic tires, a large bouncing area, a climbing wall &amp; a slide. Don't settle for just another bounce house...the Monster Truck Slide will be sure to grab the attention of the entire neighborhood and draw people to your event!</p>
<p class=""a-b-r-La"" data-mce-fragment=""1""><br>Dimensions: 18'H x 13'w x 33'L 595 lbs</p>",Giant Promotions,Toys & Games > Outdoor Play Equipment > Inflatable Bouncers,Inflatable,"backyard, bbq, beach, birthday, birthday party, bouncy house, bouncy slide, canada day, canadian, carnival, community, dartmouth, decorations, equipment, events, festival, fundraiser, games, graduation, halifax, holiday, indoor, inflatable, inflatable games, LAWN, marketing, mobile, monster truck, nova scotia, outdoor, party, play, portable, promotions, props, rental, rentals, retail, ride, slides, sports, summer",true,Title,Default Title,,,,,,,,GAM-INF-SLID-004,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/MonsterTruckSlide.jpg?v=1673876356,1,"",false,,"Kids love this monster truck bouncy slide inflatable combo, it's our monster truck amusement park time! Run, bonce and slide in this awesome realistic monster truck, it's time for fun!",,,,,,,,,,,,,,,,,kg,,,active
jolly-jump-slide,Jolly Jump & Slide Bounce House,"<p data-mce-fragment=""1"">This jolly jump and slide unit is fun for for kids of all ages! Plenty of room to jump, and a single ladder and slide for added fun!</p>
<p data-mce-fragment=""1"">The Cool Combo brings the fun of a slide and a jumper to any school, church, work, or kids’ function.</p>
<p data-mce-fragment=""1"">Kids enter the jumping area, then climb up to the slide platform before sliding their way back down and out! Parents can watch through mesh windows.</p>",Giant Promotions,Toys & Games > Outdoor Play Equipment > Inflatable Bouncers,Inflatable,"baby shower, backyard, bbq, beach, birthday, birthday party, bouncy house, bouncy slide, canada day, canadian, car dealership, carnival, cocktail, community, dartmouth, events, fundraiser, games, graduation, halifax, holiday, indoor, inflatable, inflatable games, marketing, mobile, nova scotia, outdoor, party, portable, promotions, props, rental, rentals, retail, retirement party, school",true,Title,Default Title,,,,,,,,GAM-INF-SLID-003,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/JollyJumpandSlide1.jpg?v=1673537664,1,"",false,,"This jolly jump and slide unit is fun for for kids of all ages! Plenty of room to jump, and a single ladder and slide for added fun!

The Cool Combo brings the fun of a slide and a jumper to any school, church, work, or kids’ function.",,,,,,,,,,,,,,,,,kg,,,active
jolly-jump-slide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/JollyJumpandSlide2.jpg?v=1673537665,2,"",,,,,,,,,,,,,,,,,,,,,,,
crazy-castle-slide,Crazy Castle Bounce House,"<p>Along with all the bouncing and jumping, now riders can enjoy a fun climb and slide down the 7.5 foot tall slide. With its unique design, the Crazy Castle is suitable for any occasion.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">The castle design comes in a bright color theme that is sure to attract everyone nearby. For those that hop in, the 10'x10' bounce house portion is equipped with a basketball hoop for extra fun. Once riders have had enough bouncing for the moment, the wall climb will lead them to a fun slide out. The slide is guarded with high inflatable walls and an inflatable bumper at the end.</p>",Giant Promotions,,Inflatable,"baby shower, birthday, birthday party, bouncy house, bouncy slide, canadian, car dealership, carnival, Christmas, dance party, events, games, graduation, halifax, holiday, indoor, inflatable, inflatable games, nova scotia, outdoor, party, play, portable, promotions, rental, rentals, school, sports, wedding",true,Title,Default Title,,,,,,,,GAM-INF-SLID-002,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/big_jumpwsideslide05_large_347246c6-7497-44a2-8575-17e9f9b34e13.jpg?v=1673289610,1,"",false,,"Along with all the bouncing and jumping, now riders can enjoy a fun climb and slide down the 7.5 foot tall slide. With its unique design, the Crazy Castle is suitable for any occasion.",,,,,,,,,,,,,,,,,kg,,,active
crazy-castle-slide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/big_jumpwsideslide02_large_b0a4ee05-93c8-4e25-bb5c-0449e11a7255.jpg?v=1673289610,2,"",,,,,,,,,,,,,,,,,,,,,,,
crazy-castle-slide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/CrazyCastle2.jpg?v=1656091215,3,"",,,,,,,,,,,,,,,,,,,,,,,
bounce-n-slide,Bounce 'n' Slide Inflatable,"<p>This bounce and slide unit is fun for for kids of all ages! Plenty of room to jump around! This cool combo brings the fun of a slide and a jumper to any school, church, work, or kids’ function.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Kids enter the jumping area, then climb up to the slide platform before sliding their way back down and out! Parents can watch through mesh windows.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Approximate size of this bounce: 8' x 26' x 16' h</p>",Giant Promotions,Toys & Games > Outdoor Play Equipment > Inflatable Bouncers,Inflatable,"birthday, birthday party, bouncy house, bouncy slide, canadian, events, games, halifax, inflatable, inflatable games, nova scotia, party, portable, rental, rentals",true,Title,Default Title,,,,,,,,GAM-INF-SLID-001,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/20160827_093653.jpg?v=1656089889,1,"",false,,"This bounce and slide unit is fun for for kids of all ages! Plenty of room to jump around! This cool combo brings the fun of a slide and a jumper to any school, church, work, or kids’ function.",,,,,,,,,,,,,,,,,kg,,,active
bounce-n-slide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/P_20190601_084105.jpg?v=1656089901,2,"",,,,,,,,,,,,,,,,,,,,,,,
touchdown-nfl-obstacle,Touchdown,"<p class=""a-b-r-La"" data-mce-fragment=""1"">This interactive football inflatable, pits challengers against one another. Competitors must run in opposite directions and cover as much distance as possible while pulling a bungee cord attached to one another's vest, competitors will run forward while springing their competitor backwards.</p>",Giant Promotions,Toys & Games > Games,games,"",true,Title,Default Title,,,,,,,,GAM-INF-OBST-011,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/Touchdown2.jpg?v=1673886397,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
touchdown-nfl-obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Touchdown3.jpg?v=1673886397,2,"",,,,,,,,,,,,,,,,,,,,,,,
touchdown-nfl-obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Touchdown.png?v=1673886396,3,"",,,,,,,,,,,,,,,,,,,,,,,
eliminator-obstacle,The Eliminator,"<p data-mce-fragment=""1"">A game that challenges balance and coordination</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Max Riders 6</li>
<li data-mce-fragment=""1"">2 Spinning boom arms</li>
</ul>
<p data-mce-fragment=""1"">24' x 22'<br></p>",Giant Promotions,Toys & Games > Games,Game,"",true,Title,Default Title,,,,,,,,GAM-INF-OBST-010,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/YoutubeThumbnailsEliminator2.jpg?v=1656091800,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
eliminator-obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/DJI_0408.jpg?v=1656091800,2,"",,,,,,,,,,,,,,,,,,,,,,,
rapid-fire-obstacle,Rapid Fire,"<p><span data-mce-fragment=""1"">Rapid- Fire is an Interactive inflatable team challenge game! Two players per team ( players are crisscrossed from each other) each player starts with four color balls.  Each player grabs a ball and runs to the center to pass the ball through the small opening. The tricky part about this fun interactive inflatable game as you run to the center you are wearing a harness hooked to your opponent with a bungee cord making it hard to make it to the center. </span></p>
<p><span data-mce-fragment=""1"">The first team to have all of their colored balls on the opponents side wins.</span></p>
<p>Specifications:<br>Space: 11″ wide x 32′ length x 9’ high<br>The minimum height 42”<br>The maximum height  76″<br>Occupancy (max) 4<br>Operators required 1</p>",Giant Promotions,,Inflatable,"",true,Title,Default Title,,,,,,,,GAM-INF-OBST-009,0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/RapidFire4.jpg?v=1673880640,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
rapid-fire-obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/RapidFire2.jpg?v=1673880640,2,"",,,,,,,,,,,,,,,,,,,,,,,
